line_global,folio_id,section_label,visual_category,line_in_folio,token_count,paragraph_initial_line,raw_line_tag,tokens
690,f30r,herbal,herbal,2,10,False,"f30r.2,+P0",ychody chey chkeey ksho keeor cheor shey she keeodol sy
691,f30r,herbal,herbal,3,9,False,"f30r.3,+P0",chodaiin cho ry chey doiin sain chorain cheey keem
692,f30r,herbal,herbal,4,8,False,"f30r.4,+P0",qokechy qoko qop char soin chan qot chaiin
693,f30r,herbal,herbal,5,6,False,"f30r.5,+P0",choko qokochy deeey dkeeor cheoldain chory
694,f30r,herbal,herbal,6,9,False,"f30r.6,+P0",dchorol sho chor cho ro raiin dor chseeor dy
695,f30r,herbal,herbal,7,3,False,"f30r.7,+P0",qor chain cthorchy
696,f30r,herbal,herbal,8,8,False,"f30r.8,+P0",opchol ol chesey scheo chey okeal dcheo rchey
697,f30r,herbal,herbal,9,7,False,"f30r.9,+P0",dchey qochar chol keeaiin chcthey chor cheky
698,f30r,herbal,herbal,10,6,False,"f30r.10,+P0",chokchaiin dchor chkchean qotchy chctho rchody
699,f30r,herbal,herbal,11,9,False,"f30r.11,+P0",qotchor cheor chey cheor chey so ydey sor daiin
700,f30r,herbal,herbal,12,8,False,"f30r.12,+P0",dcheey ckhey ckhey daiin chkeaiin dar chor ychdain
701,f30r,herbal,herbal,13,5,False,"f30r.13,+P0",chodaiin chtchey chear shy keey
702,f30v,herbal,herbal,1,7,True,"f30v.1,@P0",ain shosaiin chocthey sho chepchy shor sheaiin
703,f30v,herbal,herbal,2,10,False,"f30v.2,+P0",qotchor chy she kchor chory keor ol chy daiin ctholdy
704,f30v,herbal,herbal,3,8,False,"f30v.3,+P0",chotchol daiin cthol doiin daiin chokeor dal chto
705,f30v,herbal,herbal,4,6,False,"f30v.4,+P0",otchey daiin chor checkhy qotchod daiin
706,f30v,herbal,herbal,5,5,False,"f30v.5,+P0",dain choty chkol ytor cheoldy
707,f30v,herbal,herbal,6,4,False,"f30v.6,+P0",qokeeor chokol chokeody dair
708,f30v,herbal,herbal,7,7,False,"f30v.7,+P0",ch kchy sho kcho tcho ctho sos
709,f30v,herbal,herbal,8,4,False,"f30v.8,+P0",oyshy cheotol cphoaiin cphey
710,f30v,herbal,herbal,9,4,False,"f30v.9,+P0",qotchor chor sheey cheolsos
711,f30v,herbal,herbal,10,4,False,"f30v.10,+P0",sho sheoldy otcheor daiin
712,f30v,herbal,herbal,11,4,False,"f30v.11,+P0",sol chokcheey daiin kchydy
713,f31r,herbal,herbal,1,6,True,"f31r.1,@P0",keedey qofchedy shee aiin qokee chepakeo
714,f31r,herbal,herbal,2,7,False,"f31r.2,+P0",dcheey daiin okeedy qokees aiin shekeey qef
715,f31r,herbal,herbal,3,8,False,"f31r.3,+P0",qokeey chey daiin qokeey air chekey aiin da
716,f31r,herbal,herbal,4,9,False,"f31r.4,+P0",qotar chy dar lo ar cheey keeol chedy qokey
717,f31r,herbal,herbal,5,3,False,"f31r.5,+P0",daiin sheeody qokeor
718,f31r,herbal,herbal,6,7,False,"f31r.6,+P0",tshokeody qokedy qotedy chep cheda aiin dal
719,f31r,herbal,herbal,7,8,False,"f31r.7,+P0",ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy
720,f31r,herbal,herbal,8,7,False,"f31r.8,+P0",shedy qokedy cheol cheod qokeody cheol checthy
721,f31r,herbal,herbal,9,4,False,"f31r.9,+P0",daiir sheeo shcthey okeol
722,f31r,herbal,herbal,10,8,False,"f31r.10,+P0",tol shso okedy okedy qokedy qokeedy dar shedshey
723,f31r,herbal,herbal,11,9,False,"f31r.11,+P0",olsheol qokchy dal chey deey kchy keey okaiiin ykeey
724,f31r,herbal,herbal,12,6,False,"f31r.12,+P0",qoaiin yches okedy sheey chedaiin dar
725,f31r,herbal,herbal,13,5,False,"f31r.13,+P0",olsheor qoekedy otedy ykedy dals
726,f31r,herbal,herbal,14,5,False,"f31r.14,+P0",saii or chedy daiin okeedy
727,f31r,herbal,herbal,15,4,False,"f31r.15,+P0",yshedair sheol cheky okedam
728,f31r,herbal,herbal,16,2,False,"f31r.16,+Pc",oteor aiicthy
729,f31v,herbal,herbal,1,11,True,"f31v.1,@P0",podair sheedy otedy oteedy qotolcheo ar ar oteey dk rar als
730,f31v,herbal,herbal,2,9,False,"f31v.2,+P0",ytchos ckhey okeeo cheody okeey keeody daiin cheody keedy
731,f31v,herbal,herbal,3,11,False,"f31v.3,+P0",ykeeo daiin shedal okedy okey keo dy okchey sair okees lkedy
732,f31v,herbal,herbal,4,10,False,"f31v.4,+P0",dair cthedy qokedy okeody chedar oked al ockhedy okeedy ota
733,f31v,herbal,herbal,5,4,False,"f31v.5,+P0",ykeos cheeoy or aiin
734,f31v,herbal,herbal,6,11,False,"f31v.6,+P0",pcheeody qop chedal checfhy chefchol or cheef alaiin opal sheo otar
735,f31v,herbal,herbal,7,11,False,"f31v.7,+P0",olkeedam ches chol keeol checkhy okeol okal oky cheokar okor ary
736,f31v,herbal,herbal,8,9,False,"f31v.8,+P0",ykaiin chee ksheey ychekeeor cheor checthy okechoked lchey okam
737,f31v,herbal,herbal,9,9,False,"f31v.9,+P0",ytecheol sheoeky okeos aiin edy chkaiin chetchey ctheey okear
738,f31v,herbal,herbal,10,12,False,"f31v.10,+P0",dar choar al kar oeeeos cheos aiin ckhey okeo kor okeol ain
739,f31v,herbal,herbal,11,8,False,"f31v.11,+P0",saiin ar ckheos chedy okeey qoear oraiin cheam
740,f32r,herbal,herbal,1,8,True,"f32r.1,@P0",fchaiin shykeody daiiody dain sho tchy oty qopy
741,f32r,herbal,herbal,2,7,False,"f32r.2,+P0",okor okchor sheor ckhy dal dshodar qotchol
742,f32r,herbal,herbal,3,7,False,"f32r.3,+P0",qokchor chor cthol chol dol dcheodain daiin
743,f32r,herbal,herbal,4,6,False,"f32r.4,+P0",schor dsh ytsho dain daiin choddal
744,f32r,herbal,herbal,5,3,False,"f32r.5,+P0",qotchy qokchy daiin
745,f32r,herbal,herbal,6,2,False,"f32r.6,+P0",fcho tcheychedy
746,f32r,herbal,herbal,7,4,False,"f32r.7,+P0",otol dol ol dair
747,f32r,herbal,herbal,8,4,False,"f32r.8,+P0",qo ar daiin dam
748,f32r,herbal,herbal,9,2,False,"f32r.9,+P0",dytchor dary
749,f32r,herbal,herbal,10,3,False,"f32r.10,+P0",dchor ctho daiin
750,f32r,herbal,herbal,11,2,False,"f32r.11,+P0",shos chckhol
751,f32r,herbal,herbal,12,2,False,"f32r.12,+P0",shodaiin tol
752,f32r,herbal,herbal,13,5,False,"f32r.13,+P0",otcho rol dain daiin cthy
753,f32r,herbal,herbal,14,5,False,"f32r.14,+P0",schey qot shey daiin cths
754,f32r,herbal,herbal,15,4,False,"f32r.15,+P0",qokchy qotol doiir ol
755,f32r,herbal,herbal,16,3,False,"f32r.16,+P0",otchol chey soty
756,f32r,herbal,herbal,17,2,False,"f32r.17,+P0",chokeol dchoty
757,f32r,herbal,herbal,18,3,False,"f32r.18,+P0",doiin sho shy
758,f32r,herbal,herbal,19,3,False,"f32r.19,+P0",dol dchol dan
759,f32v,herbal,herbal,1,6,True,"f32v.1,@P0",kcheodaiin chol kechy qotaiin daiioam chofchody
760,f32v,herbal,herbal,2,9,False,"f32v.2,+P0",daiin odar chy daiin chey tch dy dain teor
761,f32v,herbal,herbal,3,8,False,"f32v.3,+P0",shor daiin chckhy dsho dain daiin shokey ka
762,f32v,herbal,herbal,4,9,False,"f32v.4,+P0",or chr chor dor chaiin qotcho chy dch daiin
763,f32v,herbal,herbal,5,9,False,"f32v.5,+P0",chokchy daiin shy chor qo kaiin dain dchol dosg
764,f32v,herbal,herbal,6,4,False,"f32v.6,+P0",kchan chol shal dchcthy
765,f32v,herbal,herbal,7,8,False,"f32v.7,+P0",ksho cpho she sheaiin otshcho dain shckhy odan
766,f32v,herbal,herbal,8,8,False,"f32v.8,+P0",otchol daiin daiin ctho daiin qotaiin otchy shan
767,f32v,herbal,herbal,9,7,False,"f32v.9,+P0",qotchy cfhy skey chocthy daiin cthaiin daiin
768,f32v,herbal,herbal,10,9,False,"f32v.10,+P0",sho keol chor chol daiin cpho cthol da ar
769,f32v,herbal,herbal,11,3,False,"f32v.11,+P0",ol sho chy
770,f33r,herbal,herbal,1,10,True,"f33r.1,@P0",tshdar shd shepchdy cphody yfoldy qofo dy otchedy lfchdy daiin
771,f33r,herbal,herbal,2,10,False,"f33r.2,+P0",ytchedy qokar cheky okaldy qokaldy otor oldar qotar otar otardam
772,f33r,herbal,herbal,3,10,False,"f33r.3,+P0",laiin cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy yka
773,f33r,herbal,herbal,4,12,False,"f33r.4,+P0",taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin
774,f33r,herbal,herbal,5,13,False,"f33r.5,+P0",pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar ota
775,f33r,herbal,herbal,6,9,False,"f33r.6,+P0",yteey shody kchedy dy chekar okaiin okaiin daiin okal
776,f33r,herbal,herbal,7,9,False,"f33r.7,+P0",dar chos aiin or aiin cheekaiin okain ar okeeey
777,f33v,herbal,herbal,1,9,True,"f33v.1,@P0",tar ar daiin ydain cthey dols sheky ar aiin
778,f33v,herbal,herbal,2,10,False,"f33v.2,+P0",kchdy dam dy oky otal dain chdy ytam otam cham
779,f33v,herbal,herbal,3,10,False,"f33v.3,+P0",dar chckhy dy dyky ckhdy oky okar dy kam dy
780,f33v,herbal,herbal,4,10,False,"f33v.4,+P0",tokar shdy dal qokar shd otody chedy ykedy dodl dain
781,f33v,herbal,herbal,5,13,False,"f33v.5,+P0",tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy
782,f33v,herbal,herbal,6,9,False,"f33v.6,+P0",ycheo dar olaiin okar chdy chdy oldy okar chdy
783,f33v,herbal,herbal,7,10,False,"f33v.7,+P0",tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar
784,f33v,herbal,herbal,8,14,False,"f33v.8,+P0",dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary
785,f33v,herbal,herbal,9,14,False,"f33v.9,+P0",sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy
786,f33v,herbal,herbal,10,8,False,"f33v.10,+P0",lcho ar or chey lodaiin or okeedy okaly
787,f33v,herbal,herbal,11,4,False,"f33v.11,+P0",tar al keey oram
788,f34r,herbal,herbal,1,9,True,"f34r.1,@P0",pcheoepchy olar yl yfody okedody shod ololdy dar ytey
789,f34r,herbal,herbal,2,9,False,"f34r.2,+P0",ytar sheody lam octhedy otedy chdain oltey kchy ty
790,f34r,herbal,herbal,3,11,False,"f34r.3,+P0",qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam
791,f34r,herbal,herbal,4,10,False,"f34r.4,+P0",ytedy daiin chey aiin shy chckhy oltchedy otedy dam checthy
792,f34r,herbal,herbal,5,10,False,"f34r.5,+P0",qoteedy shedy shedy ol okes ar ykeed chedy otey okaiin
793,f34r,herbal,herbal,6,9,False,"f34r.6,+P0",oteol chekey chetey oll chesy daiin cheky fas aiir
794,f34r,herbal,herbal,7,9,False,"f34r.7,+P0",qokedy dal chdy olchy ykch ykedy qokchdy as oldam
795,f34r,herbal,herbal,8,9,False,"f34r.8,+P0",otchy qoky olk checkhy ys air air chodar ta
796,f34r,herbal,herbal,9,9,False,"f34r.9,+P0",ykchdy qod ar ch or lchey todaly okaiin dardy
797,f34r,herbal,herbal,10,5,False,"f34r.10,+P0",tcheo olchckhy oly otchdy chefalchhs
798,f34r,herbal,herbal,11,8,False,"f34r.11,+P0",qokeey sh kaldaiin cheky cthdaly otchedy chty aiin
799,f34r,herbal,herbal,12,13,False,"f34r.12,+P0",char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam
800,f34r,herbal,herbal,13,11,False,"f34r.13,+P0",ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly
801,f34r,herbal,herbal,14,12,False,"f34r.14,+P0",or ar kar ol al oky chody qokal chedy chcthedy cheky daram
802,f34r,herbal,herbal,15,8,False,"f34r.15,+P0",sair chekar cheky shek cholchedy qokedy yk cheolchcthy
803,f34v,herbal,herbal,1,10,True,"f34v.1,@P0",chdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin
804,f34v,herbal,herbal,2,11,False,"f34v.2,+P0",tol qokchy dychedy okchy chckhdy chdaiin ckhy loees ykar aiin oldam
805,f34v,herbal,herbal,3,12,False,"f34v.3,+P0",ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam
806,f34v,herbal,herbal,4,10,False,"f34v.4,+P0",tchdaiin chekal shedy qokedar chdaiin oldar qoldar chedy daiin otam
807,f34v,herbal,herbal,5,12,False,"f34v.5,+P0",lshaiir or air shedy chechey dykey kair chedy qokar chekaly ch lky
808,f34v,herbal,herbal,6,10,False,"f34v.6,+P0",pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain
809,f34v,herbal,herbal,7,11,False,"f34v.7,+P0",olchdaiin chedy chey keedy chy kedy dy qokedy okey chkain otain
810,f34v,herbal,herbal,8,10,False,"f34v.8,+P0",ysheos otar ar choraiin cheky olchdaiin or oldar chdar oka
811,f34v,herbal,herbal,9,11,False,"f34v.9,+P0",lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin
812,f34v,herbal,herbal,10,12,False,"f34v.10,+P0",daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam
813,f34v,herbal,herbal,11,6,False,"f34v.11,+P0",yshos ody aiin okey okal shedy
814,f35r,herbal,herbal,1,5,True,"f35r.1,@P0",oo choly choty char dy
815,f35r,herbal,herbal,2,5,False,"f35r.2,+P0",qokeeaiin chokaiin qo tchy daiin
816,f35r,herbal,herbal,3,5,False,"f35r.3,+P0",dchaiin cthey qotchey taiin cthory
817,f35r,herbal,herbal,4,7,False,"f35r.4,+P0",qotchy shet chy ckhol cheey daiin dainl
818,f35r,herbal,herbal,5,7,False,"f35r.5,+P0",otchor sho tcheey scheey daiin dain or
819,f35r,herbal,herbal,6,4,False,"f35r.6,+P0",schaiin char chan daiin
820,f35r,herbal,herbal,7,3,False,"f35r.7,+P0",shosaiin tchor choky
821,f35r,herbal,herbal,8,4,False,"f35r.8,+P0",qokeey ky kaiin daiin
822,f35r,herbal,herbal,9,5,False,"f35r.9,+P0",paiin chear aiin chear shorchaiin
823,f35r,herbal,herbal,10,6,False,"f35r.10,+P0",aiin chaiin ckhy chl chochy daiin
824,f35r,herbal,herbal,11,9,False,"f35r.11,+P0",sh eaiin chol cthaiin chaiin lchal dal dair aldy
825,f35r,herbal,herbal,12,8,False,"f35r.12,+P0",olor chy chaiin chy taiin kchey koldy chetchaiin
826,f35r,herbal,herbal,13,7,False,"f35r.13,+P0",qokoiin chaiin qokchaiin lshy lodaly oteey taiin
827,f35r,herbal,herbal,14,8,False,"f35r.14,+P0",cthol chol aiin qotchy otchor daiin shol qotaiin
828,f35r,herbal,herbal,15,4,False,"f35r.15,+P0",ochor chiin daiin ytain
829,f35v,herbal,herbal,1,4,True,"f35v.1,@P0",parchor chocthy roaiin ar
830,f35v,herbal,herbal,2,4,False,"f35v.2,+P0",qotchy tchey kchor yty
831,f35v,herbal,herbal,3,4,False,"f35v.3,+P0",dchor choty chyty daiin
832,f35v,herbal,herbal,4,4,False,"f35v.4,+P0",ytchy qotchy dchy cthy
833,f35v,herbal,herbal,5,3,False,"f35v.5,+P0",dchokchy chocthy chckhor
834,f35v,herbal,herbal,6,4,False,"f35v.6,+P0",shol tcheey chkcheeu chcthaiin
835,f35v,herbal,herbal,7,6,False,"f35v.7,+P0",tcho tchor shol sho kol daiin
836,f35v,herbal,herbal,8,5,False,"f35v.8,+P0",oaiin tchor cho chotchy dchold
837,f35v,herbal,herbal,9,4,False,"f35v.9,+P0",qokchaiin cho ksho choiin
838,f35v,herbal,herbal,10,3,False,"f35v.10,+P0",okcheey chosar shory
839,f35v,herbal,herbal,11,2,False,"f35v.11,+P0",qotcheeaiin chodaiin
840,f35v,herbal,herbal,12,4,False,"f35v.12,+P0",dchaiin aiin aiin dal
841,f35v,herbal,herbal,13,5,False,"f35v.13,+P0",ol char od ar chear
842,f35v,herbal,herbal,14,4,False,"f35v.14,+P0",tcheain shy tar dain
843,f35v,herbal,herbal,15,4,False,"f35v.15,+P0",ykol cheol okchy tch
844,f35v,herbal,herbal,16,3,False,"f35v.16,+P0",ydaiin okeey aiin
845,f35v,herbal,herbal,17,4,False,"f35v.17,+P0",daiin dain chkaly choly
846,f35v,herbal,herbal,18,3,False,"f35v.18,+P0",daiin qokeeeb chokee
847,f35v,herbal,herbal,19,4,False,"f35v.19,+P0",schokey keol chol daiin
848,f35v,herbal,herbal,20,5,False,"f35v.20,+P0",sodaiin shy dchy ckhy dan
849,f35v,herbal,herbal,21,3,False,"f35v.21,+P0",doiin chor chor
850,f36r,herbal,herbal,1,9,True,"f36r.1,@P0",pcha dan qorain chcfhal soiin cphor shaiin cthy dair
851,f36r,herbal,herbal,2,9,False,"f36r.2,+P0",oral shor ytaiin qotaiin qooldy chty chol dy tor
852,f36r,herbal,herbal,3,5,False,"f36r.3,+P0",qotchy tchy daiin aiin dolsain
853,f36r,herbal,herbal,4,8,False,"f36r.4,+P0",podaiir cphy qoypchol som chy dchy fchom dar
854,f36r,herbal,herbal,5,7,False,"f36r.5,+P0",daiin qor chol ctholy chy sy chytaroiin
855,f36r,herbal,herbal,6,6,False,"f36r.6,+P0",okaiin cthor kaiiin dain an dan
856,f36r,herbal,herbal,7,7,False,"f36r.7,+P0",qotol cthol okol dy okchy ytorory sold
857,f36r,herbal,herbal,8,4,False,"f36r.8,+P0",ytchor cthol chaiin yd
858,f36r,herbal,herbal,9,3,False,"f36r.9,+P0",ytodaly daiin otaro
859,f36v,herbal,herbal,1,9,True,"f36v.1,@P0",pchar asy qoforom shoaiin tchey ch otaiin cphar daiin
860,f36v,herbal,herbal,2,10,False,"f36v.2,+P0",qotor chol daiin otaiin qotor ytar ochor chety ckh dom
861,f36v,herbal,herbal,3,6,False,"f36v.3,+P0",dchytchy ytor otaiin qopchor otar otchaiin
862,f36v,herbal,herbal,4,6,False,"f36v.4,+P0",qotchor ky ty dy daiin cthor
863,f36v,herbal,herbal,5,4,False,"f36v.5,+P1",tchor ckhoiin daiin cphchar
864,f36v,herbal,herbal,6,5,False,"f36v.6,+P1",daiin cthor daiin dal dys
865,f36v,herbal,herbal,7,5,False,"f36v.7,+P1",qoky keol okchor ch shan
866,f36v,herbal,herbal,8,5,False,"f36v.8,+P1",ykshy ytchy dol tydy yky
867,f36v,herbal,herbal,9,3,False,"f36v.9,+P1",okaiin kcholqod chory
868,f36v,herbal,herbal,10,3,False,"f36v.10,+P1",ykchotchy daiin daiild
869,f36v,herbal,herbal,11,3,False,"f36v.11,+P1",oty chcthy ytoryd
870,f36v,herbal,herbal,12,4,False,"f36v.12,+P1",ytol kchy oty chd
871,f36v,herbal,herbal,13,4,False,"f36v.13,+P1",oky she cthol oty
872,f36v,herbal,herbal,14,2,False,"f36v.14,+P1",soiin chtain
873,f37r,herbal,herbal,1,8,True,"f37r.1,@P0",tocphol shaiin qotor ofchor oty chory daiin otod
874,f37r,herbal,herbal,2,9,False,"f37r.2,+P0",ykoiin cthor okaiin qo tchy ytody qokaiin sho ytaiin
875,f37r,herbal,herbal,3,8,False,"f37r.3,+P0",qo shy qokaiin cthol dy ckhor oky dy
876,f37r,herbal,herbal,4,6,False,"f37r.4,+P0",pchotchy daiin cfholdar chol daiin yd
877,f37r,herbal,herbal,5,5,False,"f37r.5,+P0",yky qokchy qotchor chkol otoly
878,f37r,herbal,herbal,6,6,False,"f37r.6,+P0",shor shol qokchy qotomody dchol daiin
879,f37r,herbal,herbal,7,5,False,"f37r.7,+P0",sor chey kor qokor daiin
880,f37r,herbal,herbal,8,8,False,"f37r.8,+P0",koiin chorody qokaiin ory otal shor sheor dar
881,f37r,herbal,herbal,9,7,False,"f37r.9,+P0",ykchody qotchy ykaiin chy qotordy otcho loldaiin
882,f37r,herbal,herbal,10,9,False,"f37r.10,+P0",qoto kchochor dchor chy shy daiin ychey kol daiir
883,f37r,herbal,herbal,11,5,False,"f37r.11,+P0",okchor daiin ckhy dain daiin
884,f37v,herbal,herbal,1,5,True,"f37v.1,@P0",shody qocthy qotoldy chopdain sol
885,f37v,herbal,herbal,2,5,False,"f37v.2,+P0",dor chol cthor orchochor daiin
886,f37v,herbal,herbal,3,5,False,"f37v.3,+P0",qokchon shy chon daiin dy
887,f37v,herbal,herbal,4,4,False,"f37v.4,+P0",dshor dytory dshor daiin
888,f37v,herbal,herbal,5,4,False,"f37v.5,+P0",dchor qotol ykchon dain
889,f37v,herbal,herbal,6,4,False,"f37v.6,+P0",yokor ytchor saiin oty
890,f37v,herbal,herbal,7,2,False,"f37v.7,+P0",qotchor daiin
891,f37v,herbal,herbal,8,4,False,"f37v.8,+P0",qotor choiin chetchy daiin
892,f37v,herbal,herbal,9,5,False,"f37v.9,+P0",dor chor sho daiiin daiin
893,f37v,herbal,herbal,10,5,False,"f37v.10,+P0",soiin ey koiin chey tom
894,f37v,herbal,herbal,11,4,False,"f37v.11,+P0",qotoiin choror cthol daiin
895,f37v,herbal,herbal,12,6,False,"f37v.12,+P0",chor sh ly sheaiin do tody
896,f37v,herbal,herbal,13,1,False,"f37v.13,+P0",sotoiiin
897,f37v,herbal,herbal,14,3,False,"f37v.14,+P0",todain cphaiin cphorods
898,f37v,herbal,herbal,15,4,False,"f37v.15,+P0",soiiin cheoky daiin dain
899,f37v,herbal,herbal,16,3,False,"f37v.16,+P0",qotor daiin chotaiin
900,f37v,herbal,herbal,17,3,False,"f37v.17,+P0",sokchor qokoiiin ykeeols
901,f37v,herbal,herbal,18,3,False,"f37v.18,+P0",oyteey daiin daiinody
902,f37v,herbal,herbal,19,4,False,"f37v.19,+P0",daiin qkaiin qotal daiin
903,f37v,herbal,herbal,20,3,False,"f37v.20,+P0",cho ykol daiin
904,f37v,herbal,herbal,21,4,False,"f37v.21,+P0",oshctho do daiin cthols
905,f37v,herbal,herbal,22,3,False,"f37v.22,+P0",qotol ytoiin cho
906,f37v,herbal,herbal,23,3,False,"f37v.23,+P0",yto chol daiin
907,f38r,herbal,herbal,1,7,True,"f38r.1,@P0",tolor chockhy oky choiin okshol oly oky
908,f38r,herbal,herbal,2,6,False,"f38r.2,+P0",okshey chodys ytoiin otaiin otaiin cthar
909,f38r,herbal,herbal,3,6,False,"f38r.3,+P0",qokor okaiin otaiin qo kchol chokokor
910,f38r,herbal,herbal,4,8,False,"f38r.4,+P0",ychok chey chckh chy chk odaiin aiin sy
911,f38r,herbal,herbal,5,7,False,"f38r.5,+P0",kor chey kain chor ctho dain ckholdy
912,f38r,herbal,herbal,6,7,False,"f38r.6,+P0",ysho sho kos daiin okoy chochor daiin
913,f38v,herbal,herbal,1,7,True,"f38v.1,@P0",okchop chol shotol oteol okee chor aiin
914,f38v,herbal,herbal,2,9,False,"f38v.2,+P0",choiin shey key sho oiin chol ldy okeaiin kom
915,f38v,herbal,herbal,3,8,False,"f38v.3,+P0",qokeey keor daiin okey keey daiin dair daiin
916,f38v,herbal,herbal,4,7,False,"f38v.4,+P0",okeey aiin qokeey chotey tody oky aiiin
917,f38v,herbal,herbal,5,7,False,"f38v.5,+P0",qoty daiin chol oteeol dody cheod chody
918,f38v,herbal,herbal,6,8,False,"f38v.6,+P0",sho keeey key tey daiin daiiin dain dain
919,f38v,herbal,herbal,7,8,False,"f38v.7,+P0",daiin qol chy dain or daiin dain daldy
920,f38v,herbal,herbal,8,4,False,"f38v.8,+P0",aiin char chshol chokaiin
921,f39r,herbal,herbal,1,12,True,"f39r.1,@P0",tedo chshd cphhofy chdain shey dy orain cheepaiin ofy shey ly dy
922,f39r,herbal,herbal,2,10,False,"f39r.2,+P0",olchey cheky qokedy shekshey qolain ch chdy dair shckhey dold
923,f39r,herbal,herbal,3,10,False,"f39r.3,+P0",qokalchdy chekaiin checkhy darshed qokeedar eeedy dar ar cheey dyckhy
924,f39r,herbal,herbal,4,11,False,"f39r.4,+P0",tchedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg
925,f39r,herbal,herbal,5,3,False,"f39r.5,+P0",dchdy chdy ykaiin
926,f39r,herbal,herbal,6,11,False,"f39r.6,+P0",pchdaiin she dam qofchedy shedy kchdy dydy opchekaiin sho shdalo ry
927,f39r,herbal,herbal,7,12,False,"f39r.7,+P0",dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee aiiin
928,f39r,herbal,herbal,8,10,False,"f39r.8,+P0",lchedy shedy qokaiin chkeey fchedy okam ch saiin chckhy daisog
929,f39r,herbal,herbal,9,5,False,"f39r.9,+P0",tchedy shol odal qokaiin shdaiin
930,f39r,herbal,herbal,10,10,False,"f39r.10,+P0",pchdar shedy ar aiir okair ykeols shedy qockhdy laiin ky
931,f39r,herbal,herbal,11,11,False,"f39r.11,+P0",dshdy ar aiin yk chdy ykal olkaiin qokaldar cheol dar aiin
932,f39r,herbal,herbal,12,10,False,"f39r.12,+P0",tolchda chckhy aiin olor chls aiin oky ches aiin dal
933,f39r,herbal,herbal,13,10,False,"f39r.13,+P0",ytor chdar shey qokaiin chor kar sheolkedy otedy tedy aiin
934,f39r,herbal,herbal,14,11,False,"f39r.14,+P0",daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam
935,f39r,herbal,herbal,15,10,False,"f39r.15,+P0",qolkain ol cheol daiin dar ol dld ador aiin ofcheefar
936,f39r,herbal,herbal,16,5,False,"f39r.16,+Pc",oteol cholkal qokal dar ykdy
937,f39v,herbal,herbal,1,12,True,"f39v.1,@P0",pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky dy
938,f39v,herbal,herbal,2,13,False,"f39v.2,+P0",sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy
939,f39v,herbal,herbal,3,11,False,"f39v.3,+P0",daiin chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam
940,f39v,herbal,herbal,4,11,False,"f39v.4,+P0",okeey chody cheor aiin okody chodal ykedy qokedy dal aiin shky
941,f39v,herbal,herbal,5,13,False,"f39v.5,+P0",ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto ofchy
942,f39v,herbal,herbal,6,9,False,"f39v.6,+P0",lkedy okchey shor qoykam cho ckh or aly shody
943,f39v,herbal,herbal,7,8,False,"f39v.7,+P0",pardy shedy qokar sheedy oraly olaiir okar ar
944,f39v,herbal,herbal,8,11,False,"f39v.8,+P0",ar aiin olkaiin olky dar ald shek chek qokchy dar ain
945,f39v,herbal,herbal,9,12,False,"f39v.9,+P0",tar aiin dal ar ain cheor ydam shody okal shd kshy or
946,f39v,herbal,herbal,10,11,False,"f39v.10,+P0",dar ar ykar or yky chdy fchor qokain ar sheedy olchef
947,f39v,herbal,herbal,11,9,False,"f39v.11,+P0",sarol chedy shekam kar chl ykeedy chckhy dalor dy
948,f39v,herbal,herbal,12,9,False,"f39v.12,+P0",paiin alaiin otal chd okar am okar cheodal ockhy
949,f39v,herbal,herbal,13,7,False,"f39v.13,+P0",dain ockhedy otedy okedy lchdy okaiin daiiin
950,f39v,herbal,herbal,14,4,False,"f39v.14,+P0",tar aiin okaiin cholody
951,f40r,herbal,herbal,1,10,True,"f40r.1,@P0",pchey eodar aldydy qoky okal shdy olkedy opches ar ordaiin
952,f40r,herbal,herbal,2,10,False,"f40r.2,+P0",qokar okar okedy dar ykchey kaiin ok chedy okar ralos
953,f40r,herbal,herbal,3,10,False,"f40r.3,+P0",shy qokal chdy chckhd otor aiir ky okolchy qokar okam
